Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Avg_IntrReward_Last_100_Episodes	Elapsed_Time_Hours
580000	-2.74	4.309570744285328	-2.74	7196	0.8608	0.0001	0.23873863	1.803897130423122
590000	-2.93	4.334178122781758	-2.93	7317	0.8584	0.0001	0.31056035	1.8377075333065456
600000	-2.34	4.4322003564820935	-2.34	7441	0.856	0.0001	0.32974362	1.8714782814847097
610000	-2.25	3.6698092593485017	-2.25	7569	0.8536	0.0001	0.2962277	1.9053161452876197
620000	-2.77	4.206792127025056	-2.77	7691	0.8512	0.0001	0.35611114	1.9390641984012391
630000	-3.39	4.37697384045187	-3.39	7812	0.8488	0.0001	0.19619307	1.9729168228970633
640000	-2.92	4.085780219248216	-2.92	7942	0.8464	0.0001	0.6771646	2.00676388753785
650000	-1.86	3.549704213029587	-1.86	8072	0.844	0.0001	0.2605275	2.040906102591091
660000	-2.57	3.826891689086588	-2.57	8198	0.8416	0.0001	0.18338245	2.0745956474542617
670000	-2.75	4.043204174908806	-2.75	8319	0.8392	0.0001	0.22437936	2.1082703448004194
680000	-2.16	3.537569787297489	-2.16	8449	0.8368	0.0001	0.26045492	2.141764682928721
690000	-2.45	4.613837881850641	-2.45	8572	0.8344	0.0001	0.3233068	2.1756751120752758
700000	-1.97	3.424777365026813	-1.97	8696	0.832	0.0001	0.32634258	2.209216360251109
710000	-1.92	3.466064050187186	-1.92	8817	0.8296	0.0001	0.37426162	2.2428635836309856
720000	-2.51	3.6345426122140867	-2.51	8949	0.8271999999999999	0.0001	0.16497749	2.2765385265482796
730000	-2.14	3.821046976942314	-2.14	9083	0.8248	0.0001	0.19625452	2.310660391383701
740000	-1.99	3.7934021669208766	-1.99	9208	0.8224	0.0001	0.27819994	2.3446792644262313
750000	-2.38	3.4836188080787487	-2.38	9333	0.82	0.0001	0.44939935	2.378580268356535
760000	-2.42	3.418128142712031	-2.42	9462	0.8176	0.0001	0.22866017	2.4124853371249304
770000	-2.57	4.669593130027496	-2.57	9583	0.8151999999999999	0.0001	0.25043562	2.4465476290384927
780000	-2.37	3.9941331975786682	-2.37	9705	0.8128	0.0001	0.31879488	2.480581427415212
790000	-2.84	4.376574002573245	-2.84	9830	0.8104	0.0001	0.3164864	2.514900439778964
800000	-2.41	3.6690461975832354	-2.41	9954	0.808	0.0001	1.1551936	2.549178889658716
810000	-2.2	3.872983346207417	-2.2	10086	0.8056	0.0001	0.31910694	2.5838463984595403
820000	-2.4	3.773592452822641	-2.4	10207	0.8032	0.0001	0.16037811	2.618109096950955
830000	-2.91	3.9751603741232886	-2.91	10329	0.8008	0.0001	0.16751418	2.6523856933911643
840000	-2.46	4.111982490235094	-2.46	10460	0.7984	0.0001	0.18407974	2.6866792557636896
850000	-2.43	4.382362376618347	-2.43	10585	0.796	0.0001	0.19584323	2.7210430570443473
860000	-1.63	3.312566980454885	-1.63	10714	0.7936	0.0001	0.28085747	2.7554185643461016
870000	-2.29	3.813908756118846	-2.29	10842	0.7912	0.0001	0.3016487	2.789888514743911
880000	-2.73	4.185343474554986	-2.73	10968	0.7888	0.0001	0.34398	2.824147712257173
890000	-1.68	3.5124919928734353	-1.68	11103	0.7864	0.0001	0.28938723	2.8585628217458723
900000	-3.17	4.368191845603854	-3.17	11221	0.784	0.0001	0.3023106	2.8924691063165664
910000	-2.2	4.113392760240627	-2.2	11344	0.7816	0.0001	0.29153275	2.9263752739959292
920000	-2.22	3.713704350106508	-2.22	11473	0.7792	0.0001	0.3623856	2.960397868818707
930000	-2.85	3.837642505497353	-2.85	11597	0.7767999999999999	0.0001	0.2107822	2.9943604263332153
940000	-2.03	3.6591119141124944	-2.03	11724	0.7744	0.0001	0.3714008	3.0283577926953633
950000	-2.69	4.100475582173366	-2.69	11856	0.772	0.0001	0.9185728	3.0622946797476875
960000	-2.67	3.891156640383422	-2.67	11985	0.7696	0.0001	0.3107553	3.0963966476254994
970000	-2.67	3.7604653967295056	-2.67	12113	0.7672	0.0001	0.144374	3.1308233434624144
980000	-2.76	4.089303119114551	-2.76	12238	0.7648	0.0001	0.17377028	3.1648691232999164
990000	-2.17	3.666210577694631	-2.17	12364	0.7624	0.0001	0.32993197	3.1991402498218746
1000000	-2.04	3.6658423315794693	-2.04	12490	0.76	0.0001	0.11101086	3.2337623052464592
1010000	-2.71	3.6284845321428616	-2.71	12612	0.7576	0.0001	0.19739752	3.2681647031174768
1020000	-2.06	3.725104025393116	-2.06	12735	0.7552	0.0001	0.21915285	3.302775399552451
1030000	-2.54	4.526411382099511	-2.54	12853	0.7528	0.0001	0.23058674	3.3370448629723657
1040000	-2.64	4.090281163929933	-2.64	12979	0.7504	0.0001	0.23650192	3.3713539065917333
1050000	-2.57	3.4066258966901546	-2.57	13106	0.748	0.0001	0.15659519	3.4066325324773787
1060000	-2.19	3.5572320700229834	-2.19	13235	0.7456	0.0001	0.23710229	3.441435103085306
1070000	-2.67	4.0325054246708705	-2.67	13361	0.7432	0.0001	0.44768238	3.4762468873792223
1080000	-2.34	3.57552793304709	-2.34	13485	0.7408	0.0001	0.2182207	3.510977270735635
1090000	-2.73	4.317070766156145	-2.73	13613	0.7384	0.0001	0.21794108	3.5453853690624237
1100000	-2.35	4.283398183685472	-2.35	13738	0.736	0.0001	0.2875801	3.5800186565849517
1110000	-1.58	3.5473370293785167	-1.58	13865	0.7336	0.0001	0.2743835	3.6144670763280655
1120000	-2.23	3.8492986374143534	-2.23	13995	0.7312	0.0001	0.19792163	3.648492655356725
1130000	-1.58	3.3231912373500263	-1.58	14124	0.7288	0.0001	0.18574771	3.6830065196090276
1140000	-1.89	3.521065179743198	-1.89	14256	0.7263999999999999	0.0001	0.14126047	3.7171458546320597
1150000	-1.91	3.3796301572805274	-1.91	14385	0.724	0.0001	0.15036951	3.751139059464137
1160000	-3.12	4.445851999336011	-3.12	14511	0.7216	0.0001	0.3395251	3.785235980881585
1170000	-2.46	3.620552444033921	-2.46	14633	0.7192000000000001	0.0001	0.28440744	3.8195991586976583
1180000	-2.91	4.171558461774208	-2.91	14754	0.7168	0.0001	0.21293072	3.8538847327894636
1190000	-2.21	3.5448413222597144	-2.21	14882	0.7143999999999999	0.0001	0.35077718	3.8881142079167894
1200000	-2.05	3.392270625996694	-2.05	15006	0.712	0.0001	0.16394728	3.9227460165818533
1210000	-1.94	3.5208521695748605	-1.94	15142	0.7096	0.0001	1.4305551	3.9568790302011703
1220000	-2.22	3.3394011439178732	-2.22	15274	0.7072	0.0001	0.20816469	3.990946182012558
1230000	-2.05	3.9632688528536644	-2.05	15401	0.7048	0.0001	0.21164949	4.0249996431006325
1240000	-2.17	3.5044400408624483	-2.17	15530	0.7023999999999999	0.0001	0.19429542	4.058973340590795
1250000	-2.44	3.6395604130169352	-2.44	15658	0.7	0.0001	0.41211355	4.092913722859489
